epoch 1, training...
batch No.428, time cost : 5.358741044998169, loss is : 2.302575477802538
batch No.429, time cost : 5.363569498062134, loss is : 2.3024954880138355
batch No.430, time cost : 5.382452011108398, loss is : 2.3024567922089156
batch No.431, time cost : 5.371730089187622, loss is : 2.3024618557610665
batch No.432, time cost : 5.381145238876343, loss is : 2.302774383462816
batch No.433, time cost : 5.388686418533325, loss is : 2.302787347750792
batch No.434, time cost : 5.316680669784546, loss is : 2.3027190699348132
batch No.435, time cost : 5.393699407577515, loss is : 2.3024473270147947
batch No.436, time cost : 5.4104790687561035, loss is : 2.302412349338648
batch No.437, time cost : 5.37496542930603, loss is : 2.3023512625157307
batch No.438, time cost : 5.377757787704468, loss is : 2.3026345797185845
batch No.439, time cost : 5.362201690673828, loss is : 2.3024248941411036
batch No.440, time cost : 5.381836891174316, loss is : 2.3030239708671227
batch No.441, time cost : 5.404262542724609, loss is : 2.3025815889668655
batch No.442, time cost : 5.373850107192993, loss is : 2.3021247972709973
batch No.443, time cost : 5.368521213531494, loss is : 2.302493758014053
batch No.444, time cost : 5.376745223999023, loss is : 2.3025482647923035
batch No.445, time cost : 5.380760192871094, loss is : 2.302562373346955
batch No.446, time cost : 5.365164279937744, loss is : 2.3028826909419844
batch No.447, time cost : 5.332480430603027, loss is : 2.3028377228435897
batch No.448, time cost : 5.368000507354736, loss is : 2.3028204661357297
batch No.449, time cost : 5.342832088470459, loss is : 2.3021930730775395
batch No.450, time cost : 5.3434038162231445, loss is : 2.302422492503239
batch No.451, time cost : 5.379427194595337, loss is : 2.302647757146338
batch No.452, time cost : 5.35553765296936, loss is : 2.3029122243954445
batch No.453, time cost : 5.352227210998535, loss is : 2.302605186028968
batch No.454, time cost : 5.341181516647339, loss is : 2.3025441983873662
batch No.455, time cost : 5.33002233505249, loss is : 2.3025239658088124
batch No.456, time cost : 5.342050313949585, loss is : 2.3025423464494845
batch No.457, time cost : 5.356257915496826, loss is : 2.302770089246663
batch No.458, time cost : 5.35258936882019, loss is : 2.3028971135848004
batch No.459, time cost : 5.466434717178345, loss is : 2.3022255288539277
batch No.460, time cost : 5.3442981243133545, loss is : 2.302815680715605
batch No.461, time cost : 5.360056161880493, loss is : 2.302795490922448
batch No.462, time cost : 5.380146265029907, loss is : 2.3027593717969785
batch No.463, time cost : 5.382991313934326, loss is : 2.3025218949947543
batch No.464, time cost : 5.4042792320251465, loss is : 2.3025866630712883
batch No.465, time cost : 5.374733209609985, loss is : 2.30239738156219
batch No.466, time cost : 5.340654611587524, loss is : 2.3024067125894008
batch No.467, time cost : 5.366794109344482, loss is : 2.30274564908681
batch No.468, time cost : 5.381338357925415, loss is : 2.3028203325903776
batch No.469, time cost : 5.3725056648254395, loss is : 2.3026554364831586
batch No.470, time cost : 5.3936450481414795, loss is : 2.3019929702655495
batch No.471, time cost : 5.386061429977417, loss is : 2.3026772769905515
batch No.472, time cost : 5.389725208282471, loss is : 2.302268426590926
batch No.473, time cost : 5.356743574142456, loss is : 2.302366547047011
batch No.474, time cost : 5.354689836502075, loss is : 2.3023794412694985
batch No.475, time cost : 5.391253709793091, loss is : 2.302610982067506
batch No.476, time cost : 5.400840997695923, loss is : 2.3029131366418816
batch No.477, time cost : 5.3539817333221436, loss is : 2.302488998576673
batch No.478, time cost : 5.389140844345093, loss is : 2.3026439606834517
batch No.479, time cost : 5.389221429824829, loss is : 2.3027390592271257
batch No.480, time cost : 5.396452188491821, loss is : 2.30267576302255
batch No.481, time cost : 5.398484230041504, loss is : 2.3028218587374996
batch No.482, time cost : 5.355039596557617, loss is : 2.302800606424643
batch No.483, time cost : 5.377567291259766, loss is : 2.302402342966107
batch No.484, time cost : 5.372335195541382, loss is : 2.302714019961977
batch No.485, time cost : 5.344172239303589, loss is : 2.3024540257757753
batch No.486, time cost : 5.392835378646851, loss is : 2.302081430274527
batch No.487, time cost : 5.373938083648682, loss is : 2.3027581728557163
batch No.488, time cost : 5.390600204467773, loss is : 2.3025402175469916
batch No.489, time cost : 5.355912208557129, loss is : 2.3026726901193593
batch No.490, time cost : 5.352743864059448, loss is : 2.302631759685032
batch No.491, time cost : 5.350740194320679, loss is : 2.3027118715853745
batch No.492, time cost : 5.418832540512085, loss is : 2.302544332418991
batch No.493, time cost : 5.417565107345581, loss is : 2.302433082600382
batch No.494, time cost : 5.399460792541504, loss is : 2.3024881543563853
batch No.495, time cost : 5.424235820770264, loss is : 2.302638337505691
batch No.496, time cost : 5.398983955383301, loss is : 2.3026358650193304
batch No.497, time cost : 5.416203737258911, loss is : 2.302309135560364
batch No.498, time cost : 5.3558220863342285, loss is : 2.303152016814461
batch No.499, time cost : 5.382761001586914, loss is : 2.3027285336297836
batch No.500, time cost : 5.377168416976929, loss is : 2.3024450330609563
batch No.501, time cost : 5.372842311859131, loss is : 2.30261915707724
batch No.502, time cost : 5.42549729347229, loss is : 2.3028762050297313
batch No.503, time cost : 5.452113628387451, loss is : 2.3026635722308475
batch No.504, time cost : 5.385244131088257, loss is : 2.3027910110658594
batch No.505, time cost : 5.382363319396973, loss is : 2.302588519976867
batch No.506, time cost : 5.393390655517578, loss is : 2.302718612599174
batch No.507, time cost : 5.403090715408325, loss is : 2.3025987520926607
batch No.508, time cost : 5.413351535797119, loss is : 2.302716522389116
batch No.509, time cost : 5.400293350219727, loss is : 2.3026356701507105
batch No.510, time cost : 5.36484169960022, loss is : 2.3024311334061696
batch No.511, time cost : 5.376864433288574, loss is : 2.3025959121864474
batch No.512, time cost : 5.400476455688477, loss is : 2.3025788111850285
batch No.513, time cost : 5.399478912353516, loss is : 2.3025916614737447
batch No.514, time cost : 5.380091667175293, loss is : 2.3025159018286354
batch No.515, time cost : 5.3524489402771, loss is : 2.3022306256012794
batch No.516, time cost : 5.3641016483306885, loss is : 2.30262243789812
batch No.517, time cost : 5.400989532470703, loss is : 2.302735751253288
batch No.518, time cost : 5.386609077453613, loss is : 2.30245610056393
batch No.519, time cost : 5.356244325637817, loss is : 2.302294204191205
batch No.520, time cost : 5.373037576675415, loss is : 2.302402308971185
batch No.521, time cost : 5.352222204208374, loss is : 2.302580038323681
batch No.522, time cost : 5.332903146743774, loss is : 2.3023716848634788
batch No.523, time cost : 5.362178087234497, loss is : 2.3024553893426933
batch No.524, time cost : 5.342242479324341, loss is : 2.3027970950373047
batch No.525, time cost : 5.393693208694458, loss is : 2.302425598090104
batch No.526, time cost : 5.38782262802124, loss is : 2.302059439532828
batch No.527, time cost : 5.36725640296936, loss is : 2.3023431317040517
batch No.528, time cost : 5.350727081298828, loss is : 2.3024030491760534
batch No.529, time cost : 5.374946355819702, loss is : 2.3027734016002728
batch No.530, time cost : 5.390602350234985, loss is : 2.302628933463317
batch No.531, time cost : 5.377976417541504, loss is : 2.30274296426537
batch No.532, time cost : 5.412041187286377, loss is : 2.3022256724678956
batch No.533, time cost : 5.3689422607421875, loss is : 2.3026791010937355
batch No.534, time cost : 5.4115214347839355, loss is : 2.302321052117252
batch No.535, time cost : 5.373090744018555, loss is : 2.3026144585341974
batch No.536, time cost : 5.350419521331787, loss is : 2.302809257389988
batch No.537, time cost : 5.350452661514282, loss is : 2.3020721367940986
batch No.538, time cost : 5.336526393890381, loss is : 2.3023253249939244
batch No.539, time cost : 5.361930847167969, loss is : 2.3026446004824104
batch No.540, time cost : 5.3779826164245605, loss is : 2.3026734624744605
batch No.541, time cost : 5.354367971420288, loss is : 2.302643919607014
batch No.542, time cost : 5.346355438232422, loss is : 2.3027344750540224
batch No.543, time cost : 5.374300003051758, loss is : 2.302450941723867
batch No.544, time cost : 5.369730710983276, loss is : 2.3028673221227924
batch No.545, time cost : 5.346285343170166, loss is : 2.302529304068062
batch No.546, time cost : 5.359481334686279, loss is : 2.302653909738705
batch No.547, time cost : 5.356677770614624, loss is : 2.3024333072820524
batch No.548, time cost : 5.378192901611328, loss is : 2.3024308153259803
batch No.549, time cost : 5.344946622848511, loss is : 2.3025412944786603
batch No.550, time cost : 5.37385892868042, loss is : 2.302475745061979
batch No.551, time cost : 5.3319618701934814, loss is : 2.3025587589613665
batch No.552, time cost : 5.322195529937744, loss is : 2.30249363160419
batch No.553, time cost : 5.373415231704712, loss is : 2.3025078965321266
batch No.554, time cost : 5.343278408050537, loss is : 2.302566761681451
batch No.555, time cost : 5.378051280975342, loss is : 2.302762982566376
batch No.556, time cost : 5.351807117462158, loss is : 2.3027702207414005
batch No.557, time cost : 5.362549304962158, loss is : 2.302738040012226
batch No.558, time cost : 5.351722002029419, loss is : 2.3025867095548946
batch No.559, time cost : 5.351862192153931, loss is : 2.3025534246608617
batch No.560, time cost : 5.349583625793457, loss is : 2.302705811335034
batch No.561, time cost : 5.3580358028411865, loss is : 2.302486643740864
batch No.562, time cost : 5.348095655441284, loss is : 2.302331163324393
batch No.563, time cost : 5.372188329696655, loss is : 2.302628724328126
batch No.564, time cost : 5.372306823730469, loss is : 2.3024233489124692
batch No.565, time cost : 5.387687921524048, loss is : 2.3027160752226155
batch No.566, time cost : 5.3583314418792725, loss is : 2.302218490307266
batch No.567, time cost : 5.376629829406738, loss is : 2.3020490100009336
batch No.568, time cost : 5.385138988494873, loss is : 2.302774719521466
batch No.569, time cost : 5.421197414398193, loss is : 2.3026322473023506
batch No.570, time cost : 5.420623064041138, loss is : 2.302590091947306
batch No.571, time cost : 5.346042156219482, loss is : 2.302497877718606
batch No.572, time cost : 5.385246276855469, loss is : 2.3021025452312385
batch No.573, time cost : 5.373437404632568, loss is : 2.302578039083386
batch No.574, time cost : 5.3692662715911865, loss is : 2.3025754724160867
batch No.575, time cost : 5.416384696960449, loss is : 2.3026583718672216
batch No.576, time cost : 5.391746282577515, loss is : 2.30258192972998
batch No.577, time cost : 5.352057695388794, loss is : 2.3027519602755273
batch No.578, time cost : 5.348094463348389, loss is : 2.3025694856777807
batch No.579, time cost : 5.35518741607666, loss is : 2.3024331060513545
batch No.580, time cost : 5.3932411670684814, loss is : 2.3027305803000786
batch No.581, time cost : 5.371428489685059, loss is : 2.3027291582207434
batch No.582, time cost : 5.357865810394287, loss is : 2.3024939630017114
batch No.583, time cost : 5.359693288803101, loss is : 2.302367460046267
batch No.584, time cost : 5.341642379760742, loss is : 2.3023497325842555
batch No.585, time cost : 5.359011173248291, loss is : 2.3026579764049453
batch No.586, time cost : 5.329014301300049, loss is : 2.3025021243027783
batch No.587, time cost : 5.376516342163086, loss is : 2.3024496313757545
batch No.588, time cost : 5.397548198699951, loss is : 2.3025633943679074
batch No.589, time cost : 5.340173244476318, loss is : 2.302469983446854
batch No.590, time cost : 5.321484088897705, loss is : 2.302321244220192
batch No.591, time cost : 5.364730596542358, loss is : 2.3025593293443904
batch No.592, time cost : 5.37920880317688, loss is : 2.3026861997697483
batch No.593, time cost : 5.343165397644043, loss is : 2.3025595584843916
batch No.594, time cost : 5.362925291061401, loss is : 2.3026809703944804
batch No.595, time cost : 5.373066186904907, loss is : 2.3024781070328
batch No.596, time cost : 5.3536670207977295, loss is : 2.3028095357745744
batch No.597, time cost : 5.355857610702515, loss is : 2.3025039885675547
batch No.598, time cost : 5.362445592880249, loss is : 2.3027077547549717
batch No.599, time cost : 5.358989953994751, loss is : 2.302411461922284
batch No.600, time cost : 5.3737287521362305, loss is : 2.302532235150734
batch No.601, time cost : 5.371981620788574, loss is : 2.3024465005356793
batch No.602, time cost : 5.356920957565308, loss is : 2.302762611453189
batch No.603, time cost : 5.407714605331421, loss is : 2.302656337651624
batch No.604, time cost : 5.396759033203125, loss is : 2.302752345235439
batch No.605, time cost : 5.3972861766815186, loss is : 2.302338454422005
batch No.606, time cost : 5.414193391799927, loss is : 2.302518318263202
batch No.607, time cost : 5.392035722732544, loss is : 2.3025176096822544
batch No.608, time cost : 5.373840570449829, loss is : 2.30253899495634
batch No.609, time cost : 5.397432804107666, loss is : 2.302290841646567
batch No.610, time cost : 5.356462478637695, loss is : 2.3026453093720165
batch No.611, time cost : 5.639219045639038, loss is : 2.302538643815838
batch No.612, time cost : 5.35064697265625, loss is : 2.302582739139605
batch No.613, time cost : 5.380969047546387, loss is : 2.302614970150387
batch No.614, time cost : 5.354791641235352, loss is : 2.3028610284863564
